id,lat,lon,name,poi_type,h3_res_4,h3_res_6,h3_res_8,census_tract
252643581,42.0080864,-87.6659686,Morse,station,842664dffffffff,862664d8fffffff,882664d8c1fffff,17031010600
252643632,41.9538873,-87.654928,Sheridan,station,842664dffffffff,862664c17ffffff,882664c169fffff,17031832100
252683058,41.9475198,-87.6536271,Addison,station,842664dffffffff,862664c17ffffff,882664c16bfffff,17031061000
252683064,41.9397964,-87.6533276,Belmont,station,842664dffffffff,862664c17ffffff,882664c163fffff,17031063000
252683073,41.9182415,-87.6526308,Armitage,station,842664dffffffff,862664c17ffffff,882664c13dfffff,17031071100
258026049,41.8754875,-87.6496998,UIC-Halsted,station,842664dffffffff,862664cafffffff,882664c1a5fffff,17031841900
258026055,41.8758947,-87.6593253,Racine,station,842664dffffffff,862664cafffffff,882664ca99fffff,17031832900
258278032,41.8756639,-87.673256,Illinois Medical District,station,842664dffffffff,862664cafffffff,882664ca9dfffff,17031838100
258281897,41.8755722,-87.6409992,Clinton,station,842664dffffffff,862664c1fffffff,882664c1a5fffff,17031841900
258281908,41.8913772,-87.6478613,Grand,station,842664dffffffff,862664cafffffff,882664cadbfffff,17031243500
258284110,41.9384535,-87.7124447,Belmont,station,842664dffffffff,862664ca7ffffff,882664ca0bfffff,17031210601
258284111,41.9301967,-87.7092087,Logan Square,station,842664dffffffff,862664ca7ffffff,882664ca03fffff,17031220602
258294724,41.873334,-87.6275674,Harrison,station,842664dffffffff,862664c1fffffff,882664c1abfffff,17031839000
258296349,41.8857605,-87.6279575,State/Lake,station,842664dffffffff,862664c1fffffff,882664c1a9fffff,17031839100
258296742,41.878227,-87.627698,Jackson,station,842664dffffffff,862664c1fffffff,882664c1a9fffff,17031839100
258296743,41.8807789,-87.6277387,Monroe,station,842664dffffffff,862664c1fffffff,882664c1a9fffff,17031839100
258940051,41.8824096,-87.6338517,Washington/Wells,station,842664dffffffff,862664c1fffffff,882664c1a9fffff,17031839100
258940052,41.8787419,-87.6337584,Quincy,station,842664dffffffff,862664c1fffffff,882664c1a1fffff,17031839100
258940056,41.8768826,-87.6313905,LaSalle/Van Buren,station,842664dffffffff,862664c1fffffff,882664c1a1fffff,17031839100
258940057,41.8769158,-87.6289437,Harold Washington Library-State/Van Buren,station,842664dffffffff,862664c1fffffff,882664c1a9fffff,17031839100
258940060,41.8796269,-87.6261185,Adams/Wabash,station,842664dffffffff,862664c1fffffff,882664c1a9fffff,17031320400
258940066,41.8857521,-87.6313842,Clark/Lake,station,842664dffffffff,862664c1fffffff,882664c1e7fffff,17031839100
258942193,41.8857166,-87.6419195,Clinton,station,842664dffffffff,862664c1fffffff,882664c1adfffff,17031280100
258942196,41.8853413,-87.6662819,Ashland,station,842664dffffffff,862664cafffffff,882664cad7fffff,17031833000
259749423,41.8320387,-87.6258861,35th-Bronzeville-IIT,station,842664dffffffff,862664cf7ffffff,882664cf57fffff,17031842000
289820702,41.8832522,-87.6294604,Washington,station,842664dffffffff,862664c1fffffff,882664c1a9fffff,17031839100
289821002,41.8807318,-87.6293863,Monroe,station,842664dffffffff,862664c1fffffff,882664c1a9fffff,17031839100
289821023,41.8781861,-87.6293041,Jackson,station,842664dffffffff,862664c1fffffff,882664c1a9fffff,17031839100
306741002,41.8914114,-87.6096584,Bubba Gump Shrimp Company,restaurant,842664dffffffff,862664c1fffffff,882664c18dfffff,17031081402
310334163,41.9749721,-87.8902406,Terminal 5,station,8427593ffffffff,86275934fffffff,88275934e9fffff,17031980000
318274065,41.8819751,-87.6256688,Pizano's Pizza & Pasta,restaurant,842664dffffffff,862664c1fffffff,882664c1a9fffff,17031320400
318276729,41.9208448,-87.6332051,Park Place Cafe,cafe,842664dffffffff,862664c17ffffff,882664c103fffff,17031071400
346210195,41.9291497,-87.6535647,Lou Malnati's Pizzeria,restaurant,842664dffffffff,862664c17ffffff,882664c12bfffff,17031070300
346234680,41.9616382,-87.6761596,Starbucks,cafe,842664dffffffff,862664d8fffffff,882664d8b1fffff,17031830800
346235240,41.9616342,-87.6766491,La Amistad,restaurant,842664dffffffff,862664d8fffffff,882664d8b1fffff,17031830800
347159885,41.9113009,-87.6348879,Starbucks,cafe,842664dffffffff,862664c17ffffff,882664c13bfffff,17031071500
347160446,41.9127223,-87.638378,Twin Anchors Restaurant & Tavern,restaurant,842664dffffffff,862664c17ffffff,882664c13bfffff,17031071500
347162170,41.9285344,-87.653374,Savor the Flavor,cafe,842664dffffffff,862664c17ffffff,882664c12bfffff,17031070300
347301872,41.9547023,-87.6789343,Starbucks,cafe,842664dffffffff,862664d8fffffff,882664d8b3fffff,17031050200
347433848,41.9288055,-87.6584501,Starbucks,cafe,842664dffffffff,862664c17ffffff,882664c12bfffff,17031070400
349255925,41.9103567,-87.6776669,Starbucks,cafe,842664dffffffff,862664cafffffff,882664cac1fffff,17031241400
357046400,41.8686597,-87.6260919,Eleven City Diner,restaurant,842664dffffffff,862664c1fffffff,882664c1a3fffff,17031320600
368064192,41.8793454,-87.6284801,The Berghoff Restaurant,restaurant,842664dffffffff,862664c1fffffff,882664c1a9fffff,17031839100
368072477,42.0019761,-87.6611679,Brunos Lounge,bar,842664dffffffff,862664d8fffffff,882664d8c1fffff,17031010503
370884874,41.9501029,-87.6590892,The Ginger Man Tavern,bar,842664dffffffff,862664c17ffffff,882664c161fffff,17031061100
371266619,41.9371493,-87.6481922,Peet's Coffee,cafe,842664dffffffff,862664c17ffffff,882664c10dfffff,17031063100
378091335,41.946303,-87.6560144,Wild Hare,bar,842664dffffffff,862664c17ffffff,882664c161fffff,17031832000
389151453,41.9252001,-87.6528122,Fullerton,station,842664dffffffff,862664c17ffffff,882664c12bfffff,17031071100
394817585,41.853516,-87.6347244,Shui Wah,restaurant,842664dffffffff,862664cf7ffffff,882664cf4bfffff,17031841100
394818567,41.8800215,-87.6295395,Corner Bakery,cafe,842664dffffffff,862664c1fffffff,882664c1a9fffff,17031839100
416772583,41.9250835,-87.6603561,Starbucks,cafe,842664dffffffff,862664c17ffffff,882664c12bfffff,17031832500
451938921,42.0192038,-87.6896363,Tapia's Pizza,restaurant,842664dffffffff,862664d87ffffff,882664d811fffff,17031020100
463772252,41.9217489,-87.6593672,Centre Street Kitchen,restaurant,842664dffffffff,862664c17ffffff,882664c123fffff,17031832500
463772253,41.9217713,-87.658493,Old Pueblo Cantina,restaurant,842664dffffffff,862664c17ffffff,882664c123fffff,17031832500
463772258,41.9215281,-87.6567394,La Canasta Grill,restaurant,842664dffffffff,862664c17ffffff,882664c13dfffff,17031071000
463772264,41.9217238,-87.6647779,CornerStone Cafe,cafe,842664dffffffff,862664c17ffffff,882664c123fffff,17031832500
463772319,41.9251017,-87.6593544,Duck Walk,restaurant,842664dffffffff,862664c17ffffff,882664c12bfffff,17031832500
477087119,41.9251337,-87.6631281,Faith and Whiskey,bar,842664dffffffff,862664c17ffffff,882664c121fffff,17031832500
477087140,41.9233904,-87.6460993,Halligan Bar,bar,842664dffffffff,862664c17ffffff,882664c107fffff,17031071200
477087270,41.9216452,-87.6529693,Kelly's Pub,bar,842664dffffffff,862664c17ffffff,882664c13dfffff,17031071100
477087276,41.9216551,-87.6525244,State Restaurant,restaurant,842664dffffffff,862664c17ffffff,882664c13dfffff,17031071100
477087310,41.9216973,-87.6488467,Glasscott's,bar,842664dffffffff,862664c17ffffff,882664c13dfffff,17031071100
479652775,41.8841895,-87.6472956,Haymarket Pub & Brewery,bar,842664dffffffff,862664cafffffff,882664cad3fffff,17031280100
479652780,41.8846406,-87.6476069,Au Cheval,restaurant,842664dffffffff,862664cafffffff,882664cad3fffff,17031833000
479652785,41.8829421,-87.6502947,Sushi Pink,restaurant,842664dffffffff,862664cafffffff,882664cad3fffff,17031833000
482809449,41.8604155,-87.6473136,Halsted Street,station,842664dffffffff,862664cf7ffffff,882664cf4dfffff,17031841900
495655712,41.9359674,-87.6632892,Golden Apple,restaurant,842664dffffffff,862664c17ffffff,882664c129fffff,17031062800
503798695,41.940004,-87.6556831,Giordano's Pizzeria,restaurant,842664dffffffff,862664c17ffffff,882664c163fffff,17031062200
533979379,41.9980101,-87.6815509,Ghareeb Nawaz,restaurant,842664dffffffff,862664d8fffffff,882664d8ebfffff,17031020500
544615634,41.8882254,-87.7069025,Kedzie,station,842664dffffffff,862664cafffffff,882664caa9fffff,17031836700
567515074,41.9170269,-87.6681783,Clybourn,station,842664dffffffff,862664c17ffffff,882664cac9fffff,17031832300
567519518,42.009574,-87.6755503,Rogers Park,station,842664dffffffff,862664d8fffffff,882664d8c5fffff,17031010701
662726457,41.9377792,-87.6444705,Stella's Diner,restaurant,842664dffffffff,862664c17ffffff,882664c10dfffff,17031063100
662726458,41.9401147,-87.6491097,Drew's on Halsted,restaurant,842664dffffffff,862664c17ffffff,882664c10dfffff,17031062000
662726461,41.9437924,-87.6449641,Ann Sather,restaurant,842664dffffffff,862664c17ffffff,882664c16bfffff,17031061901
688942458,41.9796031,-87.7777196,Gladstone Park,station,842664dffffffff,862664d9fffffff,882664d9a3fffff,17031110400
691850892,41.8528159,-87.6462733,Skylark,bar,842664dffffffff,862664cf7ffffff,882664cf41fffff,17031310200
691866426,41.858146,-87.6464453,Kristoffer’s Cafe & Bakery,cafe,842664dffffffff,862664cf7ffffff,882664cf41fffff,17031310200
699226527,41.8586987,-87.6606769,Efebina's,cafe,842664dffffffff,862664cf7ffffff,882664ca93fffff,17031310600
706918394,41.8577983,-87.6850211,Western Avenue,station,842664dffffffff,862664cafffffff,882664cab3fffff,17031841200
706929554,41.7790375,-87.6445259,Halsted,station,842664dffffffff,862664cc7ffffff,882664cc21fffff,17031680900
706934716,41.8019141,-87.6185232,51st,station,842664dffffffff,862664cc7ffffff,882664cc45fffff,17031836100
706934717,41.8093747,-87.6188643,47th,station,842664dffffffff,862664cc7ffffff,882664cc4dfffff,17031381400
706934719,41.8217983,-87.621299,Indiana,station,842664dffffffff,862664cf7ffffff,882664cf19fffff,17031835900
706971968,41.8689956,-87.6216823,Museum Campus/11th Street,station,842664dffffffff,862664c1fffffff,882664c1bdfffff,17031320600
712890391,41.766049,-87.587881,Stony Island,station,842664dffffffff,862664cc7ffffff,882664cc1bfffff,17031430400
712890392,41.766146,-87.5776229,Bryn Mawr,station,842664dffffffff,862664cefffffff,882664cea7fffff,17031430500
712890393,41.7651657,-87.5656415,South Shore,station,842664dffffffff,862664cefffffff,882664cea3fffff,17031430700
712905970,41.7584817,-87.559517,Windsor Park,station,842664dffffffff,862664cefffffff,882664ceb5fffff,17031431302
712905971,41.7525316,-87.5530981,Cheltenham (79th Street),station,842664dffffffff,862664cefffffff,882664ceb1fffff,17031431301
712911963,41.7452586,-87.5515587,83rd Street,station,842664dffffffff,862664ccfffffff,882664ceb7fffff,17031460100
712911964,41.7384761,-87.5483211,87th Street,station,842664dffffffff,862664ccfffffff,882664ccd9fffff,17031460200
712911965,41.7273821,-87.5477847,South Chicago (93rd Street),station,842664dffffffff,862664ccfffffff,882664ccd3fffff,17031461000
716918055,41.7366279,-87.6446465,Gresham,station,842664dffffffff,862664cdfffffff,882664cdd7fffff,17031711000
716918065,41.7321231,-87.65896,Brainerd,station,8426645ffffffff,862664cdfffffff,882664cd83fffff,17031730201
716918077,41.727968,-87.6671729,91st Street (Beverly Hills),station,8426645ffffffff,862664cdfffffff,882664cd87fffff,17031720100
716918084,41.7214304,-87.6675082,95th Street (Beverly Hills),station,8426645ffffffff,862664cdfffffff,882664cdb9fffff,17031720100
717468715,41.6925678,-87.6705457,111th Street (Morgan Park),station,8426645ffffffff,862664567ffffff,882664575bfffff,17031750200
717468735,41.6853976,-87.6714035,115th Street (Morgan Park),station,8426645ffffffff,862664567ffffff,882664562dfffff,17031750500
717468799,41.7136695,-87.6673158,99th Street (Beverly Hills),station,8426645ffffffff,862664cdfffffff,882664cdbbfffff,17031720200
717468809,41.7061682,-87.6688917,103rd Street (Beverly Hills),station,8426645ffffffff,862664cdfffffff,882664cdb3fffff,17031720700
717468820,41.6988629,-87.6697797,107th Street (Beverly Hills),station,8426645ffffffff,862664567ffffff,8826645665fffff,17031750200
718382733,41.6741585,-87.6422103,West Pullman,station,8426645ffffffff,862664567ffffff,882664563dfffff,17031530400
718382735,41.6744501,-87.6211402,State Street,station,8426645ffffffff,862664567ffffff,882664561dfffff,17031530600
721968259,41.6464743,-87.5439369,Hegewisch,station,8426641ffffffff,86266419fffffff,88266419edfffff,17031550200
734512771,41.9647782,-87.6579209,Wilson,station,842664dffffffff,862664d8fffffff,882664d897fffff,17031830700
734832856,41.9467973,-87.7392852,Grayland,station,842664dffffffff,862664ca7ffffff,882664ca63fffff,17031161100
736035818,41.8962116,-87.6553278,Chicago,station,842664dffffffff,862664cafffffff,882664caddfffff,17031243500
737746092,41.871599,-87.7469459,Cicero,station,842664dffffffff,862664c87ffffff,882664c817fffff,17031831400
739078290,41.9165374,-87.7864547,Galewood,station,842664dffffffff,862664c87ffffff,882664c86dfffff,17031250500
740502139,41.7489324,-87.7035753,Wrightwood,station,8426645ffffffff,862664cdfffffff,88266452dbfffff,17031700401
757813580,41.9775729,-87.688747,San Soo Gab San,restaurant,842664dffffffff,862664d8fffffff,882664d8abfffff,17031040100
757893133,41.9758519,-87.7100792,Starbucks,cafe,842664dffffffff,862664d8fffffff,882664d8a7fffff,17031831800
757903026,41.9758657,-87.7109515,Tre Kronor,restaurant,842664dffffffff,862664d8fffffff,882664d8a7fffff,17031831800
846810579,41.8993137,-87.6818666,J&M Tap,bar,842664dffffffff,862664cafffffff,882664cac7fffff,17031242300
853530314,41.8756138,-87.6312497,LaSalle,station,842664dffffffff,862664c1fffffff,882664c1a1fffff,17031839100
893474368,41.8955398,-87.6263496,Jake Melnick's Corner Tap,restaurant,842664dffffffff,862664c1fffffff,882664c1e1fffff,17031081500
903249436,41.9492876,-87.6497575,Kit Kat Club,restaurant,842664dffffffff,862664c17ffffff,882664c16bfffff,17031061000
903251602,41.9471033,-87.6469665,Angelina's Italian Restaurant,restaurant,842664dffffffff,862664c17ffffff,882664c16bfffff,17031061800
903262989,41.9409507,-87.6441233,Eggsperience Pancakes & Cafe,restaurant,842664dffffffff,862664c17ffffff,882664c10dfffff,17031061901
903263931,41.942036,-87.6446812,Stan's Donuts & Coffee,cafe,842664dffffffff,862664c17ffffff,882664c10dfffff,17031062000
903264793,41.9423073,-87.6446598,Ping Pong Asian-Thai,restaurant,842664dffffffff,862664c17ffffff,882664c10dfffff,17031062000
938829350,42.0073549,-87.6662451,Rogers Park Social,bar,842664dffffffff,862664d8fffffff,882664d8c1fffff,17031010600
949089361,41.9499295,-87.6490719,Charlie's Chicago,bar,842664dffffffff,862664c17ffffff,882664c16bfffff,17031060900
949092165,41.9486448,-87.6493831,Circuit,bar,842664dffffffff,862664c17ffffff,882664c16bfffff,17031060900
949094037,41.946246,-87.649292,Las Mananitas,restaurant,842664dffffffff,862664c17ffffff,882664c16bfffff,17031061800
949094860,41.9453312,-87.6495882,Hydrate,bar,842664dffffffff,862664c17ffffff,882664c16bfffff,17031062100
949099772,41.9435055,-87.6495093,Roscoe's Tavern & Cafe,bar,842664dffffffff,862664c17ffffff,882664c16bfffff,17031062100
949100448,41.9435227,-87.6492449,Progress Bar Chicago,bar,842664dffffffff,862664c17ffffff,882664c16bfffff,17031062000
949101795,41.9428145,-87.6494997,Savanna Restaurant,restaurant,842664dffffffff,862664c17ffffff,882664c16bfffff,17031062100
949101940,41.9424334,-87.6494743,Scarlet,bar,842664dffffffff,862664c17ffffff,882664c163fffff,17031062100
961812116,41.8691031,-87.6858588,The Slide Bar,bar,842664dffffffff,862664cafffffff,882664cab9fffff,17031282800
1013588587,41.9768653,-87.9106616,Starbucks,cafe,8427593ffffffff,862759347ffffff,88275934edfffff,17031980000
1053671901,41.9588646,-87.7887578,,cafe,842664dffffffff,862664cb7ffffff,882664cb43fffff,17031170100
1077038918,41.9904402,-87.6697339,Ino's Pizzeria,restaurant,842664dffffffff,862664d8fffffff,882664d889fffff,17031030500
1077042333,41.9906854,-87.6694842,Huaraches Dona Chio,restaurant,842664dffffffff,862664d8fffffff,882664d889fffff,17031030500
1092085195,41.8980584,-87.6745111,Nilda's Place,bar,842664dffffffff,862664cafffffff,882664cac3fffff,17031242200
1092085208,41.9012696,-87.6761271,Innertown Pub,bar,842664dffffffff,862664cafffffff,882664cac3fffff,17031242200
1130094835,41.922644,-87.697483,Logan 11 Bar & Kitchen,bar,842664dffffffff,862664ca7ffffff,882664ca11fffff,17031221300
1130096180,41.92202,-87.6969123,California,station,842664dffffffff,862664ca7ffffff,882664ca11fffff,17031221400
1206870599,41.9218485,-87.8016081,Mont Clare,station,842664dffffffff,862664cb7ffffff,882664cb33fffff,17031250500
1239986384,41.9501152,-87.649398,North End,bar,842664dffffffff,862664c17ffffff,882664c16bfffff,17031060900
1239986677,41.9499795,-87.6494034,Bobby Love's,bar,842664dffffffff,862664c17ffffff,882664c16bfffff,17031060900
1262346097,41.9236445,-87.6988013,Cole's Bar,bar,842664dffffffff,862664ca7ffffff,882664ca11fffff,17031221300
1262347995,41.924953,-87.700966,Furious Spoon - Logan Square,restaurant,842664dffffffff,862664ca7ffffff,882664ca11fffff,17031220400
1288454599,42.007714,-87.6680451,Common Cup,cafe,842664dffffffff,862664d8fffffff,882664d8c1fffff,17031010600
1308260687,41.8843548,-87.625863,Intelligentsia Coffee,cafe,842664dffffffff,862664c1fffffff,882664c1a9fffff,17031320100
1315577349,41.9616363,-87.6753928,,restaurant,842664dffffffff,862664d8fffffff,882664d8b1fffff,17031830800
1317827212,41.9616108,-87.6796436,Giordano's Pizzeria,restaurant,842664dffffffff,862664d8fffffff,882664d8b1fffff,17031040900
1317827223,41.9613609,-87.6754823,Los Toritos,restaurant,842664dffffffff,862664d8fffffff,882664d8b1fffff,17031050100
1317862200,41.9613426,-87.67683,Chicago's Pizza,restaurant,842664dffffffff,862664d8fffffff,882664d8b1fffff,17031050100
1317862227,41.959724,-87.6828837,The Bad Apple,restaurant,842664dffffffff,862664d8fffffff,882664d8b7fffff,17031050200
1317862245,41.9647919,-87.6858529,Starbucks,cafe,842664dffffffff,862664d8fffffff,882664d8b1fffff,17031040900
1325582557,41.8515481,-87.6164334,McCormick Place,station,842664dffffffff,862664c1fffffff,882664c1b7fffff,17031330100
1325593964,41.8014328,-87.5871893,51st-53rd Street (Hyde Park),station,842664dffffffff,862664ce7ffffff,882664ce37fffff,17031410100
1325595599,41.7927001,-87.5877057,55th-56th-57th Street,station,842664dffffffff,862664cc7ffffff,882664cc59fffff,17031411000
1325597285,41.7873718,-87.5889215,59th Street (University of Chicago),station,842664dffffffff,862664cc7ffffff,882664cc51fffff,17031411100
1325631234,41.6929315,-87.6104668,111th Street (Pullman),station,8426645ffffffff,862664567ffffff,882664565dfffff,17031490901
1325640307,41.6861072,-87.6120907,Kensington (115th Street),station,8426645ffffffff,862664567ffffff,8826645655fffff,17031491400
1349879207,41.9267484,-87.6409859,House of Wings,restaurant,842664dffffffff,862664c17ffffff,882664c107fffff,17031070101
1349879445,41.9251559,-87.6399232,Nine,restaurant,842664dffffffff,862664c17ffffff,882664c107fffff,17031071400
1349879617,41.9258684,-87.6408981,Tapas Restarurant/Bar,restaurant,842664dffffffff,862664c17ffffff,882664c107fffff,17031070103
1370035488,41.9691831,-87.6598913,Green Mill Cocktail Lounge,bar,842664dffffffff,862664d8fffffff,882664d895fffff,17031031100
1385119524,41.9650343,-87.6864001,,restaurant,842664dffffffff,862664d8fffffff,882664d8b5fffff,17031040600
1432788849,41.9613167,-87.6787734,Marmalade,restaurant,842664dffffffff,862664d8fffffff,882664d8b1fffff,17031050100
1432788851,41.9612699,-87.6839876,Il Milanese,restaurant,842664dffffffff,862664d8fffffff,882664d8b1fffff,17031050200
1445764611,41.994444,-87.6572866,Metropolis Coffee,cafe,842664dffffffff,862664d8fffffff,882664d8c3fffff,17031030102
1448920554,41.8795659,-87.6287903,Hannah's Bretzel,cafe,842664dffffffff,862664c1fffffff,882664c1a9fffff,17031839100
1499592824,41.8889423,-87.6357074,Nick's Fishmarket Grill,restaurant,842664dffffffff,862664c1fffffff,882664c1e7fffff,17031081800
1526962143,41.9665273,-87.6938614,Pizza Art Cafe,restaurant,842664dffffffff,862664d8fffffff,882664d8b5fffff,17031040700
1526962145,41.966629,-87.6938828,Beans and Bagels,cafe,842664dffffffff,862664d8fffffff,882664d8b5fffff,17031040700
1557244573,41.9648032,-87.6862189,Daily Bar and Grill,restaurant,842664dffffffff,862664d8fffffff,882664d8b1fffff,17031040900
1557244574,41.9650425,-87.6860231,Essence of India,restaurant,842664dffffffff,862664d8fffffff,882664d8b1fffff,17031040600
1557244581,41.959466,-87.6826489,Gannon’s Pub,bar,842664dffffffff,862664d8fffffff,882664d8b7fffff,17031050200
1557244584,41.9674616,-87.687611,Cafe Selmarie,restaurant,842664dffffffff,862664d8fffffff,882664d8b5fffff,17031040600
1557244593,41.9633493,-87.6853445,Gideon Welles,restaurant,842664dffffffff,862664d8fffffff,882664d8b1fffff,17031040900
1557259859,41.9612731,-87.6840759,T Square Cafe,cafe,842664dffffffff,862664d8fffffff,882664d8b1fffff,17031050200
1585389610,41.9165513,-87.6876454,Green Eye Lounge,bar,842664dffffffff,862664cafffffff,882664ca13fffff,17031832400
1585392218,41.9162779,-87.6876159,Belly Shack,restaurant,842664dffffffff,862664cafffffff,882664ca13fffff,17031832400
1585419572,41.9211995,-87.6730944,Little Beans,cafe,842664dffffffff,862664c17ffffff,882664c127fffff,17031832300
1585420540,41.9220517,-87.6734351,The Goddess and Grocer,restaurant,842664dffffffff,862664c17ffffff,882664c127fffff,17031832300
1585423403,41.9212295,-87.6779251,Bucktown Beanery,cafe,842664dffffffff,862664c17ffffff,882664c127fffff,17031832200
1585425015,41.9250199,-87.6874251,Quenchers,bar,842664dffffffff,862664ca7ffffff,882664ca1bfffff,17031830900
1585431689,41.9175173,-87.7092157,Soul del Sur,restaurant,842664dffffffff,862664ca7ffffff,882664ca17fffff,17031221100
1619646335,41.8677949,-87.641925,Manny’s Cafeteria and Delicatessen,restaurant,842664dffffffff,862664c1fffffff,882664c1a7fffff,17031841900
1619741021,41.8781929,-87.6384518,Corner Bakery,cafe,842664dffffffff,862664c1fffffff,882664c1a1fffff,17031281900
1627008081,41.9616405,-87.6749182,Bayan Ko,restaurant,842664dffffffff,862664d8fffffff,882664d8bbfffff,17031830800
1627026644,41.9670666,-87.679341,The Perfect Cup,cafe,842664dffffffff,862664d8fffffff,882664d8b1fffff,17031040600
1633461356,41.8854801,-87.6293303,Jason's Deli,restaurant,842664dffffffff,862664c1fffffff,882664c1a9fffff,17031839100
1640172765,41.9530925,-87.7863654,A's Restaurant & Pancake House,restaurant,842664dffffffff,862664cb7ffffff,882664cb55fffff,17031150502
1648217475,41.8932428,-87.6204681,Timothy O’Toole’s Pub,restaurant,842664dffffffff,862664c1fffffff,882664c1ebfffff,17031081403
1666244561,41.9103339,-87.6797489,Sultan's Market,restaurant,842664dffffffff,862664cafffffff,882664cac1fffff,17031241400
1668871728,41.892586,-87.6279351,Pops For Champagne,bar,842664dffffffff,862664c1fffffff,882664c1e1fffff,17031081500
1673554503,41.9382563,-87.6441813,Intelligentsia,cafe,842664dffffffff,862664c17ffffff,882664c10dfffff,17031063200
1685093555,41.9198795,-87.6804824,Charleston,bar,842664dffffffff,862664c17ffffff,882664c127fffff,17031832200
1699188826,41.8346893,-87.633,Fraternelli's Pizza,restaurant,842664dffffffff,862664cf7ffffff,882664cf57fffff,17031340500
1699188850,41.8346801,-87.6342981,Parkside Cafe,cafe,842664dffffffff,862664cf7ffffff,882664cf57fffff,17031340500
1699190037,41.8308336,-87.6268125,Starbucks,cafe,842664dffffffff,862664cf7ffffff,882664cf57fffff,17031351500
1699190038,41.8354336,-87.6282795,The BOG,bar,842664dffffffff,862664cf7ffffff,882664cf57fffff,17031842000
1699207181,41.8731754,-87.6289521,Kasey's Tavern,bar,842664dffffffff,862664c1fffffff,882664c1abfffff,17031839000
1699221031,41.877514,-87.6354221,Pazzo's,restaurant,842664dffffffff,862664c1fffffff,882664c1a1fffff,17031839100
1699222242,41.8795052,-87.633974,Starbucks,cafe,842664dffffffff,862664c1fffffff,882664c1a9fffff,17031839100
1699222278,41.8909535,-87.6338839,Pepper Canister,bar,842664dffffffff,862664c1fffffff,882664c1e7fffff,17031081700
1699222286,41.8238296,-87.6887021,Tio Luis,restaurant,842664dffffffff,862664cf7ffffff,882664cf27fffff,17031580100
1699464559,41.9178252,-87.6795216,Jack & Ginger's,restaurant,842664dffffffff,862664cafffffff,882664cacdfffff,17031832200
1699464583,41.9175667,-87.677763,Le Bouchon,restaurant,842664dffffffff,862664c17ffffff,882664c127fffff,17031832200
1699464587,41.9033721,-87.6757581,Milk and Honey Cafe,restaurant,842664dffffffff,862664cafffffff,882664cac1fffff,17031241400
1699464827,41.9175758,-87.6802739,Starbucks,cafe,842664dffffffff,862664cafffffff,882664cacdfffff,17031222200
1700855278,41.9244862,-87.7112831,Cafe Bella,cafe,842664dffffffff,862664ca7ffffff,882664ca15fffff,17031221100
1700855288,41.9297395,-87.7072028,El Cid #2,restaurant,842664dffffffff,862664ca7ffffff,882664ca1dfffff,17031220500
1700855290,41.9174886,-87.6851722,Floyd's Pub,bar,842664dffffffff,862664cafffffff,882664cacdfffff,17031222200
1700855300,41.9276815,-87.7068011,Lula Cafe,restaurant,842664dffffffff,862664ca7ffffff,882664ca15fffff,17031220500
1700855310,41.9279155,-87.7051197,New Wave Coffee,cafe,842664dffffffff,862664ca7ffffff,882664ca1dfffff,17031220500
1700855329,41.9274808,-87.7044772,Roundhouse,bar,842664dffffffff,862664ca7ffffff,882664ca1dfffff,17031220500
1700855335,41.9355781,-87.7053238,Small Bar,bar,842664dffffffff,862664ca7ffffff,882664ca0bfffff,17031210700
1700855339,41.9244801,-87.713164,The Burlington,bar,842664dffffffff,862664ca7ffffff,882664ca15fffff,17031221100
1700860713,41.958567,-87.6534433,Bar On Buena,bar,842664dffffffff,862664c17ffffff,882664c169fffff,17031032100
1719743394,41.9637446,-87.6855507,Due Lire,restaurant,842664dffffffff,862664d8fffffff,882664d8b1fffff,17031040900
1719743443,41.9614679,-87.6694841,Urban Vegan,restaurant,842664dffffffff,862664d8fffffff,882664d8bbfffff,17031060200
1719743446,41.9669268,-87.6672606,Ch'ava... a cafe,cafe,842664dffffffff,862664d8fffffff,882664d895fffff,17031031800
1719743519,41.9653337,-87.6727215,Fin,restaurant,842664dffffffff,862664d8fffffff,882664d8bbfffff,17031031800
1720016522,41.9490961,-87.6582546,Rockit Burger Bar,restaurant,842664dffffffff,862664c17ffffff,882664c161fffff,17031061100
1762400891,41.8855988,-87.6514744,Morgan,station,842664dffffffff,862664cafffffff,882664cad3fffff,17031833000
1768045249,41.8926297,-87.6283717,Starbucks,cafe,842664dffffffff,862664c1fffffff,882664c1e1fffff,17031081600
1777277102,41.9102937,-87.6760621,Piece Brewery & Pizzeria,restaurant,842664dffffffff,862664cafffffff,882664cac1fffff,17031241500
1780015409,41.9243305,-87.7259629,Burrito Joint,restaurant,842664dffffffff,862664ca7ffffff,882664ca39fffff,17031220902
1786793062,41.8994033,-87.6965093,Cafe Marie-Jeanne,cafe,842664dffffffff,862664cafffffff,882664caebfffff,17031242600
1786793073,41.8994722,-87.6969571,California Clipper,bar,842664dffffffff,862664cafffffff,882664caebfffff,17031240900
1786793074,41.8958438,-87.6904051,Shokolad,restaurant,842664dffffffff,862664cafffffff,882664ca8dfffff,17031242500
1786793079,41.897642,-87.6919568,Archie's,bar,842664dffffffff,862664cafffffff,882664ca8dfffff,17031242600
1796488740,41.8577238,-87.6628124,Cafe Jumping Bean,cafe,842664dffffffff,862664cf7ffffff,882664cf69fffff,17031310600
